01-Jan-2011 31
02-Jan-2011 32
03-Jan-2011 35
04-Jan-2011 30
05-Jan-2011 34
06-Jan-2011 33
07-Jan-2011 31
08-Jan-2011 30
09-Jan-2011 31
10-Jan-2011 32
11-Jan-2011 29
12-Jan-2011 33
13-Jan-2011 30
14-Jan-2011 31
15-Jan-2011 33
16-Jan-2011 30
17-Jan-2011 31
18-Jan-2011 33
19-Jan-2011 30
20-Jan-2011 34
21-Jan-2011 35
22-Jan-2011 34
23-Jan-2011 31
24-Jan-2011 33
25-Jan-2011 29
26-Jan-2011 35
27-Jan-2011 35
28-Jan-2011 34
29-Jan-2011 30
30-Jan-2011 33
31-Jan-2011 29
01-Feb-2011 31
02-Feb-2011 31
03-Feb-2011 30
04-Feb-2011 30
05-Feb-2011 31
06-Feb-2011 29
07-Feb-2011 33
08-Feb-2011 32
09-Feb-2011 33
10-Feb-2011 33
11-Feb-2011 33
12-Feb-2011 29
13-Feb-2011 29
14-Feb-2011 31
15-Feb-2011 32
16-Feb-2011 33
17-Feb-2011 31
18-Feb-2011 34
19-Feb-2011 34
20-Feb-2011 35
21-Feb-2011 32
22-Feb-2011 31
23-Feb-2011 29
24-Feb-2011 33
25-Feb-2011 34
26-Feb-2011 31
27-Feb-2011 29
28-Feb-2011 30
01-Mar-2011 30
02-Mar-2011 30
03-Mar-2011 32
04-Mar-2011 32
05-Mar-2011 32
06-Mar-2011 35
07-Mar-2011 32
08-Mar-2011 35
09-Mar-2011 33
10-Mar-2011 35
11-Mar-2011 30
12-Mar-2011 33
13-Mar-2011 31
14-Mar-2011 33
15-Mar-2011 33
16-Mar-2011 29
17-Mar-2011 30
18-Mar-2011 30
19-Mar-2011 33
20-Mar-2011 34
21-Mar-2011 31
22-Mar-2011 34
23-Mar-2011 33
24-Mar-2011 29
25-Mar-2011 33
26-Mar-2011 31
27-Mar-2011 35
28-Mar-2011 29
29-Mar-2011 32
30-Mar-2011 31
31-Mar-2011 32
01-Apr-2011 34
02-Apr-2011 31
03-Apr-2011 34
04-Apr-2011 32
05-Apr-2011 29
06-Apr-2011 30
07-Apr-2011 34
08-Apr-2011 32
09-Apr-2011 30
10-Apr-2011 31
11-Apr-2011 33
12-Apr-2011 30
13-Apr-2011 34
14-Apr-2011 30
15-Apr-2011 35
16-Apr-2011 30
17-Apr-2011 34
18-Apr-2011 30
19-Apr-2011 31
20-Apr-2011 29
21-Apr-2011 33
22-Apr-2011 33
23-Apr-2011 32
24-Apr-2011 31
25-Apr-2011 33
26-Apr-2011 33
27-Apr-2011 33
28-Apr-2011 33
29-Apr-2011 35
30-Apr-2011 30
01-May-2011 33
02-May-2011 30
03-May-2011 29
04-May-2011 33
05-May-2011 32
06-May-2011 32
07-May-2011 33
08-May-2011 34
09-May-2011 31
10-May-2011 33
11-May-2011 31
12-May-2011 34
13-May-2011 34
14-May-2011 30
15-May-2011 33
16-May-2011 33
17-May-2011 32
18-May-2011 35
19-May-2011 30
20-May-2011 31
21-May-2011 29
22-May-2011 35
23-May-2011 33
24-May-2011 32
25-May-2011 33
26-May-2011 32
27-May-2011 33
28-May-2011 32
29-May-2011 34
30-May-2011 32
31-May-2011 35
01-Jun-2011 30
02-Jun-2011 29
03-Jun-2011 29
04-Jun-2011 29
05-Jun-2011 31
06-Jun-2011 32
07-Jun-2011 31
08-Jun-2011 34
09-Jun-2011 33
10-Jun-2011 34
11-Jun-2011 35
12-Jun-2011 35
13-Jun-2011 30
14-Jun-2011 29
15-Jun-2011 33
16-Jun-2011 29
17-Jun-2011 32
18-Jun-2011 32
19-Jun-2011 35
20-Jun-2011 32
21-Jun-2011 31
22-Jun-2011 33
23-Jun-2011 34
24-Jun-2011 32
25-Jun-2011 31
26-Jun-2011 30
27-Jun-2011 33
28-Jun-2011 30
29-Jun-2011 29
30-Jun-2011 34
01-Jul-2011 30
02-Jul-2011 32
03-Jul-2011 33
04-Jul-2011 31
05-Jul-2011 34
06-Jul-2011 31
07-Jul-2011 33
08-Jul-2011 33
09-Jul-2011 32
10-Jul-2011 29
11-Jul-2011 31
12-Jul-2011 31
13-Jul-2011 30
14-Jul-2011 30
15-Jul-2011 34
16-Jul-2011 32
17-Jul-2011 35
18-Jul-2011 31
19-Jul-2011 34
20-Jul-2011 31
21-Jul-2011 34
22-Jul-2011 34
23-Jul-2011 31
24-Jul-2011 30
25-Jul-2011 34
26-Jul-2011 35
27-Jul-2011 31
28-Jul-2011 33
