01-Jan-2011 28
02-Jan-2011 29
03-Jan-2011 21
04-Jan-2011 30
05-Jan-2011 26
06-Jan-2011 21
07-Jan-2011 23
08-Jan-2011 26
09-Jan-2011 30
10-Jan-2011 30
11-Jan-2011 21
12-Jan-2011 30
13-Jan-2011 30
14-Jan-2011 25
15-Jan-2011 28
16-Jan-2011 21
17-Jan-2011 24
18-Jan-2011 30
19-Jan-2011 28
20-Jan-2011 30
21-Jan-2011 27
22-Jan-2011 20
23-Jan-2011 29
24-Jan-2011 30
25-Jan-2011 27
26-Jan-2011 28
27-Jan-2011 28
28-Jan-2011 24
29-Jan-2011 27
30-Jan-2011 21
31-Jan-2011 27
01-Feb-2011 20
02-Feb-2011 23
03-Feb-2011 20
04-Feb-2011 21
05-Feb-2011 29
06-Feb-2011 27
07-Feb-2011 23
08-Feb-2011 30
09-Feb-2011 20
10-Feb-2011 24
11-Feb-2011 24
12-Feb-2011 28
13-Feb-2011 28
14-Feb-2011 22
15-Feb-2011 25
16-Feb-2011 24
17-Feb-2011 27
18-Feb-2011 27
19-Feb-2011 28
20-Feb-2011 23
21-Feb-2011 27
22-Feb-2011 27
23-Feb-2011 21
24-Feb-2011 21
25-Feb-2011 25
26-Feb-2011 30
27-Feb-2011 23
28-Feb-2011 26
01-Mar-2011 22
02-Mar-2011 28
03-Mar-2011 22
04-Mar-2011 25
05-Mar-2011 27
06-Mar-2011 29
07-Mar-2011 30
08-Mar-2011 26
09-Mar-2011 21
10-Mar-2011 21
11-Mar-2011 22
12-Mar-2011 29
13-Mar-2011 22
14-Mar-2011 28
15-Mar-2011 22
16-Mar-2011 30
17-Mar-2011 23
18-Mar-2011 22
19-Mar-2011 22
20-Mar-2011 26
21-Mar-2011 25
22-Mar-2011 23
23-Mar-2011 29
24-Mar-2011 26
25-Mar-2011 26
26-Mar-2011 30
27-Mar-2011 23
28-Mar-2011 28
29-Mar-2011 28
30-Mar-2011 24
31-Mar-2011 26
01-Apr-2011 20
02-Apr-2011 20
03-Apr-2011 25
04-Apr-2011 28
05-Apr-2011 30
06-Apr-2011 21
07-Apr-2011 26
08-Apr-2011 25
09-Apr-2011 20
10-Apr-2011 23
11-Apr-2011 21
12-Apr-2011 28
13-Apr-2011 23
14-Apr-2011 25
15-Apr-2011 21
16-Apr-2011 26
17-Apr-2011 22
18-Apr-2011 27
19-Apr-2011 27
20-Apr-2011 28
21-Apr-2011 24
22-Apr-2011 20
23-Apr-2011 22
24-Apr-2011 30
25-Apr-2011 21
26-Apr-2011 29
27-Apr-2011 25
28-Apr-2011 30
29-Apr-2011 20
30-Apr-2011 24
01-May-2011 21
02-May-2011 30
03-May-2011 20
04-May-2011 28
05-May-2011 28
06-May-2011 29
07-May-2011 20
08-May-2011 24
09-May-2011 22
10-May-2011 28
11-May-2011 24
12-May-2011 30
13-May-2011 22
14-May-2011 22
15-May-2011 21
16-May-2011 21
17-May-2011 29
18-May-2011 26
19-May-2011 26
20-May-2011 21
21-May-2011 29
22-May-2011 26
23-May-2011 23
24-May-2011 25
25-May-2011 24
26-May-2011 20
27-May-2011 22
28-May-2011 21
29-May-2011 22
30-May-2011 22
31-May-2011 24
01-Jun-2011 20
02-Jun-2011 29
03-Jun-2011 30
04-Jun-2011 25
05-Jun-2011 25
06-Jun-2011 23
07-Jun-2011 29
08-Jun-2011 24
09-Jun-2011 21
10-Jun-2011 28
11-Jun-2011 24
12-Jun-2011 22
13-Jun-2011 24
14-Jun-2011 21
15-Jun-2011 21
16-Jun-2011 30
17-Jun-2011 30
18-Jun-2011 26
19-Jun-2011 20
20-Jun-2011 22
21-Jun-2011 23
22-Jun-2011 29
23-Jun-2011 20
24-Jun-2011 20
25-Jun-2011 21
26-Jun-2011 27
27-Jun-2011 28
28-Jun-2011 27
29-Jun-2011 24
30-Jun-2011 26
01-Jul-2011 23
02-Jul-2011 28
03-Jul-2011 22
04-Jul-2011 27
05-Jul-2011 22
06-Jul-2011 24
07-Jul-2011 26
08-Jul-2011 28
09-Jul-2011 20
10-Jul-2011 30
11-Jul-2011 28
12-Jul-2011 25
13-Jul-2011 24
14-Jul-2011 24
15-Jul-2011 23
16-Jul-2011 25
17-Jul-2011 25
18-Jul-2011 28
19-Jul-2011 28
20-Jul-2011 27
21-Jul-2011 24
22-Jul-2011 28
23-Jul-2011 25
24-Jul-2011 23
25-Jul-2011 30
26-Jul-2011 29
27-Jul-2011 26
28-Jul-2011 26
29-Jul-2011 26
30-Jul-2011 22
31-Jul-2011 23
01-Aug-2011 25
02-Aug-2011 22
03-Aug-2011 29
04-Aug-2011 22
05-Aug-2011 22
06-Aug-2011 21
07-Aug-2011 22
08-Aug-2011 24
09-Aug-2011 23
10-Aug-2011 30
11-Aug-2011 24
12-Aug-2011 22
13-Aug-2011 29
14-Aug-2011 30
15-Aug-2011 24
16-Aug-2011 21
17-Aug-2011 22
18-Aug-2011 24
19-Aug-2011 26
20-Aug-2011 22
21-Aug-2011 26
22-Aug-2011 27
23-Aug-2011 22
24-Aug-2011 21
25-Aug-2011 23
26-Aug-2011 23
27-Aug-2011 24
28-Aug-2011 25
29-Aug-2011 20
30-Aug-2011 22
31-Aug-2011 28
01-Sep-2011 20
02-Sep-2011 30
03-Sep-2011 28
04-Sep-2011 25
05-Sep-2011 26
06-Sep-2011 22
07-Sep-2011 25
08-Sep-2011 30
09-Sep-2011 26
10-Sep-2011 25
11-Sep-2011 22
12-Sep-2011 25
13-Sep-2011 26
14-Sep-2011 27
15-Sep-2011 24
16-Sep-2011 24
17-Sep-2011 30
18-Sep-2011 20
19-Sep-2011 29
20-Sep-2011 30
21-Sep-2011 28
22-Sep-2011 21
23-Sep-2011 22
24-Sep-2011 23
25-Sep-2011 27
26-Sep-2011 21
27-Sep-2011 27
28-Sep-2011 21
29-Sep-2011 27
30-Sep-2011 25
01-Oct-2011 28
02-Oct-2011 27
03-Oct-2011 29
04-Oct-2011 29
05-Oct-2011 23
06-Oct-2011 27
07-Oct-2011 22
08-Oct-2011 20
09-Oct-2011 28
10-Oct-2011 25
11-Oct-2011 25
12-Oct-2011 29
13-Oct-2011 26
14-Oct-2011 26
15-Oct-2011 29
16-Oct-2011 28
17-Oct-2011 26
18-Oct-2011 22
19-Oct-2011 22
20-Oct-2011 29
21-Oct-2011 20
22-Oct-2011 25
23-Oct-2011 21
24-Oct-2011 30
25-Oct-2011 27
26-Oct-2011 25
27-Oct-2011 25
28-Oct-2011 20
29-Oct-2011 27
30-Oct-2011 20
31-Oct-2011 20
01-Nov-2011 25
02-Nov-2011 21
03-Nov-2011 28
04-Nov-2011 28
05-Nov-2011 27
06-Nov-2011 21
07-Nov-2011 27
08-Nov-2011 25
09-Nov-2011 30
10-Nov-2011 27
11-Nov-2011 28
12-Nov-2011 24
13-Nov-2011 24
14-Nov-2011 29
15-Nov-2011 20
16-Nov-2011 21
17-Nov-2011 21
18-Nov-2011 24
19-Nov-2011 29
20-Nov-2011 28
21-Nov-2011 20
22-Nov-2011 24
23-Nov-2011 25
24-Nov-2011 24
25-Nov-2011 27
26-Nov-2011 26
27-Nov-2011 23
28-Nov-2011 24
29-Nov-2011 20
30-Nov-2011 30
01-Dec-2011 21
02-Dec-2011 21
03-Dec-2011 24
04-Dec-2011 22
05-Dec-2011 25
06-Dec-2011 23
07-Dec-2011 30
08-Dec-2011 30
09-Dec-2011 20
10-Dec-2011 28
11-Dec-2011 22
12-Dec-2011 24
13-Dec-2011 26
14-Dec-2011 30
15-Dec-2011 24
16-Dec-2011 30
17-Dec-2011 23
18-Dec-2011 27
19-Dec-2011 27
20-Dec-2011 25
21-Dec-2011 27
22-Dec-2011 27
23-Dec-2011 21
24-Dec-2011 21
25-Dec-2011 30
26-Dec-2011 21
27-Dec-2011 20
28-Dec-2011 26
29-Dec-2011 29
30-Dec-2011 27
31-Dec-2011 22
